,PopulationSize,ChromosomeLength,ElitismFactor,Iteration,GeneticIterations
5351,10,13,15,1,23
5352,10,13,15,2,13
5353,10,13,15,3,29
5354,10,13,15,4,7
5355,10,13,15,5,24
5356,10,13,15,6,56
5357,10,13,15,7,31
5358,10,13,15,8,40
5359,10,13,15,9,100
5360,10,13,16,0,29
5361,10,13,16,1,48
5362,10,13,16,2,87
5363,10,13,16,3,27
5364,10,13,16,4,53
5365,10,13,16,5,26
5366,10,13,16,6,29
5367,10,13,16,7,110
5368,10,13,16,8,95
5369,10,13,16,9,38
5370,10,13,17,0,9
5371,10,13,17,1,39
5372,10,13,17,2,34
5373,10,13,17,3,39
5374,10,13,17,4,16
5375,10,13,17,5,51
5376,10,13,17,6,32
5377,10,13,17,7,28
5378,10,13,17,8,11
5379,10,13,17,9,60
5380,10,13,18,0,63
5381,10,13,18,1,22
5382,10,13,18,2,31
5383,10,13,18,3,35
5384,10,13,18,4,186
5385,10,13,18,5,54
5386,10,13,18,6,47
5387,10,13,18,7,50
5388,10,13,18,8,22
5389,10,13,18,9,14
5390,10,13,19,0,14
5391,10,13,19,1,5
5392,10,13,19,2,32
5393,10,13,19,3,15
5394,10,13,19,4,17
5395,10,13,19,5,39
5396,10,13,19,6,10
5397,10,13,19,7,5
5398,10,13,19,8,67
5399,10,13,19,9,51
5400,11,8,10,0,24
5401,11,8,10,1,25
5402,11,8,10,2,5
5403,11,8,10,3,14
5404,11,8,10,4,13
5405,11,8,10,5,19
5406,11,8,10,6,1
5407,11,8,10,7,3
5408,11,8,10,8,4
5409,11,8,10,9,35
5410,11,8,11,0,6
5411,11,8,11,1,1
5412,11,8,11,2,13
5413,11,8,11,3,8
5414,11,8,11,4,11
5415,11,8,11,5,7
5416,11,8,11,6,11
5417,11,8,11,7,23
5418,11,8,11,8,30
5419,11,8,11,9,16
5420,11,8,12,0,24
5421,11,8,12,1,13
5422,11,8,12,2,11
5423,11,8,12,3,2
5424,11,8,12,4,20
5425,11,8,12,5,15
5426,11,8,12,6,10
5427,11,8,12,7,13
5428,11,8,12,8,8
5429,11,8,12,9,29
5430,11,8,13,0,18
5431,11,8,13,1,9
5432,11,8,13,2,12
5433,11,8,13,3,8
5434,11,8,13,4,10
5435,11,8,13,5,8
5436,11,8,13,6,3
5437,11,8,13,7,27
5438,11,8,13,8,16
5439,11,8,13,9,7
5440,11,8,14,0,9
5441,11,8,14,1,5
5442,11,8,14,2,9
5443,11,8,14,3,5
5444,11,8,14,4,11
5445,11,8,14,5,13
5446,11,8,14,6,3
5447,11,8,14,7,5
5448,11,8,14,8,19
5449,11,8,14,9,15
5450,11,8,15,0,5
5451,11,8,15,1,24
5452,11,8,15,2,6
5453,11,8,15,3,18
5454,11,8,15,4,17
5455,11,8,15,5,29
5456,11,8,15,6,9
5457,11,8,15,7,18
5458,11,8,15,8,3
5459,11,8,15,9,4
5460,11,8,16,0,16
5461,11,8,16,1,14
5462,11,8,16,2,9
5463,11,8,16,3,11
5464,11,8,16,4,8
5465,11,8,16,5,19
5466,11,8,16,6,4
5467,11,8,16,7,7
5468,11,8,16,8,13
5469,11,8,16,9,6
5470,11,8,17,0,6
5471,11,8,17,1,22
5472,11,8,17,2,12
5473,11,8,17,3,29
5474,11,8,17,4,10
5475,11,8,17,5,15
5476,11,8,17,6,2
5477,11,8,17,7,9
5478,11,8,17,8,24
5479,11,8,17,9,14
5480,11,8,18,0,27
5481,11,8,18,1,14
5482,11,8,18,2,2
5483,11,8,18,3,1
5484,11,8,18,4,6
5485,11,8,18,5,51
5486,11,8,18,6,18
5487,11,8,18,7,11
5488,11,8,18,8,6
5489,11,8,18,9,2
5490,11,8,19,0,2
5491,11,8,19,1,8
5492,11,8,19,2,22
5493,11,8,19,3,17
5494,11,8,19,4,9
5495,11,8,19,5,1
5496,11,8,19,6,8
5497,11,8,19,7,1
5498,11,8,19,8,21
5499,11,8,19,9,23
5500,11,9,10,0,10
5501,11,9,10,1,38
5502,11,9,10,2,9
5503,11,9,10,3,17
5504,11,9,10,4,20
5505,11,9,10,5,3
5506,11,9,10,6,20
5507,11,9,10,7,1
5508,11,9,10,8,85
5509,11,9,10,9,54
5510,11,9,11,0,5
5511,11,9,11,1,19
5512,11,9,11,2,13
5513,11,9,11,3,9
5514,11,9,11,4,26
5515,11,9,11,5,9
5516,11,9,11,6,24
5517,11,9,11,7,8
5518,11,9,11,8,9
5519,11,9,11,9,1
5520,11,9,12,0,11
5521,11,9,12,1,14
5522,11,9,12,2,53
5523,11,9,12,3,18
5524,11,9,12,4,41
5525,11,9,12,5,13
5526,11,9,12,6,3
5527,11,9,12,7,17
5528,11,9,12,8,18
5529,11,9,12,9,15
5530,11,9,13,0,42
5531,11,9,13,1,20
5532,11,9,13,2,13
5533,11,9,13,3,33
5534,11,9,13,4,17
5535,11,9,13,5,52
5536,11,9,13,6,10
5537,11,9,13,7,31
5538,11,9,13,8,24
5539,11,9,13,9,48
5540,11,9,14,0,5
5541,11,9,14,1,25
5542,11,9,14,2,6
5543,11,9,14,3,30
5544,11,9,14,4,8
5545,11,9,14,5,3
5546,11,9,14,6,2
5547,11,9,14,7,35
5548,11,9,14,8,32
5549,11,9,14,9,1
5550,11,9,15,0,13
5551,11,9,15,1,4
5552,11,9,15,2,56
5553,11,9,15,3,7
5554,11,9,15,4,73
5555,11,9,15,5,12
5556,11,9,15,6,10
5557,11,9,15,7,21
5558,11,9,15,8,17
5559,11,9,15,9,4
5560,11,9,16,0,4
5561,11,9,16,1,19
5562,11,9,16,2,11
5563,11,9,16,3,21
5564,11,9,16,4,15
5565,11,9,16,5,23
5566,11,9,16,6,20
5567,11,9,16,7,8
5568,11,9,16,8,25
5569,11,9,16,9,29
5570,11,9,17,0,23
5571,11,9,17,1,22
5572,11,9,17,2,16
5573,11,9,17,3,9
5574,11,9,17,4,3
5575,11,9,17,5,23
5576,11,9,17,6,14
5577,11,9,17,7,70
5578,11,9,17,8,14
5579,11,9,17,9,53
5580,11,9,18,0,7
5581,11,9,18,1,12
5582,11,9,18,2,18
5583,11,9,18,3,14
5584,11,9,18,4,8
5585,11,9,18,5,42
5586,11,9,18,6,11
5587,11,9,18,7,4
5588,11,9,18,8,24
5589,11,9,18,9,15
5590,11,9,19,0,16
5591,11,9,19,1,10
5592,11,9,19,2,13
5593,11,9,19,3,9
5594,11,9,19,4,14
5595,11,9,19,5,16
5596,11,9,19,6,4
5597,11,9,19,7,12
5598,11,9,19,8,6
5599,11,9,19,9,22
5600,11,10,10,0,26
5601,11,10,10,1,16
5602,11,10,10,2,49
5603,11,10,10,3,22
5604,11,10,10,4,30
5605,11,10,10,5,21
5606,11,10,10,6,48
5607,11,10,10,7,17
5608,11,10,10,8,38
5609,11,10,10,9,21
5610,11,10,11,0,4
5611,11,10,11,1,17
5612,11,10,11,2,13
5613,11,10,11,3,6
5614,11,10,11,4,30
5615,11,10,11,5,12
5616,11,10,11,6,18
5617,11,10,11,7,57
5618,11,10,11,8,25
5619,11,10,11,9,24
5620,11,10,12,0,26
5621,11,10,12,1,27
5622,11,10,12,2,10
5623,11,10,12,3,42
5624,11,10,12,4,52
5625,11,10,12,5,10
5626,11,10,12,6,20
5627,11,10,12,7,22
5628,11,10,12,8,33
5629,11,10,12,9,2
5630,11,10,13,0,4
5631,11,10,13,1,8
5632,11,10,13,2,11
5633,11,10,13,3,10
5634,11,10,13,4,17
5635,11,10,13,5,13
5636,11,10,13,6,43
5637,11,10,13,7,26
5638,11,10,13,8,3
5639,11,10,13,9,36
5640,11,10,14,0,9
5641,11,10,14,1,31
5642,11,10,14,2,72
5643,11,10,14,3,22
5644,11,10,14,4,26
5645,11,10,14,5,21
5646,11,10,14,6,16
5647,11,10,14,7,29
5648,11,10,14,8,61
5649,11,10,14,9,28
5650,11,10,15,0,18
5651,11,10,15,1,39
5652,11,10,15,2,21
5653,11,10,15,3,24
5654,11,10,15,4,15
5655,11,10,15,5,22
5656,11,10,15,6,20
5657,11,10,15,7,13
5658,11,10,15,8,79
5659,11,10,15,9,24
5660,11,10,16,0,23
5661,11,10,16,1,20
5662,11,10,16,2,11
5663,11,10,16,3,14
5664,11,10,16,4,9
5665,11,10,16,5,36
5666,11,10,16,6,39
5667,11,10,16,7,46
5668,11,10,16,8,23
5669,11,10,16,9,6
5670,11,10,17,0,12
5671,11,10,17,1,49
5672,11,10,17,2,29
5673,11,10,17,3,25
5674,11,10,17,4,30
5675,11,10,17,5,7
5676,11,10,17,6,13
5677,11,10,17,7,37
5678,11,10,17,8,29
5679,11,10,17,9,18
5680,11,10,18,0,21
5681,11,10,18,1,24
5682,11,10,18,2,6
5683,11,10,18,3,22
5684,11,10,18,4,43
5685,11,10,18,5,21
5686,11,10,18,6,3
5687,11,10,18,7,56
5688,11,10,18,8,2
5689,11,10,18,9,36
5690,11,10,19,0,6
5691,11,10,19,1,36
5692,11,10,19,2,35
5693,11,10,19,3,15
5694,11,10,19,4,32
5695,11,10,19,5,13
5696,11,10,19,6,32
5697,11,10,19,7,19
5698,11,10,19,8,10
5699,11,10,19,9,22
5700,11,11,10,0,16
5701,11,11,10,1,4
5702,11,11,10,2,32
5703,11,11,10,3,29
5704,11,11,10,4,5
5705,11,11,10,5,37
5706,11,11,10,6,8
5707,11,11,10,7,16
5708,11,11,10,8,83
5709,11,11,10,9,17
5710,11,11,11,0,65
5711,11,11,11,1,13
5712,11,11,11,2,13
5713,11,11,11,3,20
5714,11,11,11,4,27
5715,11,11,11,5,65
5716,11,11,11,6,50
5717,11,11,11,7,31
5718,11,11,11,8,26
5719,11,11,11,9,38
5720,11,11,12,0,54
5721,11,11,12,1,14
5722,11,11,12,2,24
5723,11,11,12,3,24
5724,11,11,12,4,22
5725,11,11,12,5,32
5726,11,11,12,6,41
5727,11,11,12,7,56
5728,11,11,12,8,81
5729,11,11,12,9,8
5730,11,11,13,0,27
5731,11,11,13,1,18
5732,11,11,13,2,11
5733,11,11,13,3,42
5734,11,11,13,4,34
5735,11,11,13,5,38
5736,11,11,13,6,11
5737,11,11,13,7,26
5738,11,11,13,8,10
5739,11,11,13,9,54
5740,11,11,14,0,30
5741,11,11,14,1,31
5742,11,11,14,2,37
5743,11,11,14,3,15
5744,11,11,14,4,11
5745,11,11,14,5,18
5746,11,11,14,6,46
5747,11,11,14,7,45
5748,11,11,14,8,39
5749,11,11,14,9,82
5750,11,11,15,0,39
5751,11,11,15,1,36
5752,11,11,15,2,23
5753,11,11,15,3,4
5754,11,11,15,4,8
5755,11,11,15,5,27
5756,11,11,15,6,31
5757,11,11,15,7,51
5758,11,11,15,8,49
5759,11,11,15,9,21
5760,11,11,16,0,5
5761,11,11,16,1,28
5762,11,11,16,2,9
5763,11,11,16,3,32
5764,11,11,16,4,23
5765,11,11,16,5,12
5766,11,11,16,6,43
5767,11,11,16,7,36
5768,11,11,16,8,41
5769,11,11,16,9,30
5770,11,11,17,0,22
5771,11,11,17,1,39
5772,11,11,17,2,10
5773,11,11,17,3,27
5774,11,11,17,4,34
5775,11,11,17,5,34
5776,11,11,17,6,9
5777,11,11,17,7,21
5778,11,11,17,8,57
5779,11,11,17,9,12
5780,11,11,18,0,7
5781,11,11,18,1,8
5782,11,11,18,2,4
5783,11,11,18,3,55
5784,11,11,18,4,32
5785,11,11,18,5,21
5786,11,11,18,6,30
5787,11,11,18,7,36
5788,11,11,18,8,44
5789,11,11,18,9,15
5790,11,11,19,0,22
5791,11,11,19,1,14
5792,11,11,19,2,19
5793,11,11,19,3,12
5794,11,11,19,4,42
5795,11,11,19,5,8
5796,11,11,19,6,25
5797,11,11,19,7,54
5798,11,11,19,8,18
5799,11,11,19,9,11
5800,11,12,10,0,28
5801,11,12,10,1,19
5802,11,12,10,2,47
5803,11,12,10,3,30
5804,11,12,10,4,74
5805,11,12,10,5,11
5806,11,12,10,6,66
5807,11,12,10,7,54
5808,11,12,10,8,75
5809,11,12,10,9,23
5810,11,12,11,0,29
5811,11,12,11,1,80
5812,11,12,11,2,59
5813,11,12,11,3,17
5814,11,12,11,4,45
5815,11,12,11,5,26
5816,11,12,11,6,47
5817,11,12,11,7,68
5818,11,12,11,8,26
5819,11,12,11,9,40
5820,11,12,12,0,40
5821,11,12,12,1,28
5822,11,12,12,2,13
5823,11,12,12,3,46
5824,11,12,12,4,36
5825,11,12,12,5,30
5826,11,12,12,6,44
5827,11,12,12,7,11
5828,11,12,12,8,24
5829,11,12,12,9,18
5830,11,12,13,0,41
5831,11,12,13,1,72
5832,11,12,13,2,37
5833,11,12,13,3,13
5834,11,12,13,4,61
5835,11,12,13,5,45
5836,11,12,13,6,21
5837,11,12,13,7,17
5838,11,12,13,8,67
5839,11,12,13,9,49
5840,11,12,14,0,47
5841,11,12,14,1,11
5842,11,12,14,2,25
5843,11,12,14,3,5
5844,11,12,14,4,20
5845,11,12,14,5,9
5846,11,12,14,6,27
5847,11,12,14,7,25
5848,11,12,14,8,108
5849,11,12,14,9,84
5850,11,12,15,0,34
5851,11,12,15,1,24
5852,11,12,15,2,24
5853,11,12,15,3,11
5854,11,12,15,4,36
5855,11,12,15,5,42
5856,11,12,15,6,58
5857,11,12,15,7,68
5858,11,12,15,8,32
5859,11,12,15,9,41
5860,11,12,16,0,19
5861,11,12,16,1,25
5862,11,12,16,2,28
5863,11,12,16,3,34
5864,11,12,16,4,56
5865,11,12,16,5,95
5866,11,12,16,6,48
5867,11,12,16,7,56
5868,11,12,16,8,52
5869,11,12,16,9,39
5870,11,12,17,0,30
5871,11,12,17,1,29
5872,11,12,17,2,39
5873,11,12,17,3,41
5874,11,12,17,4,48
5875,11,12,17,5,26
5876,11,12,17,6,19
5877,11,12,17,7,37
5878,11,12,17,8,7
5879,11,12,17,9,39
5880,11,12,18,0,11
5881,11,12,18,1,32
5882,11,12,18,2,23
5883,11,12,18,3,36
5884,11,12,18,4,27
5885,11,12,18,5,29
5886,11,12,18,6,33
5887,11,12,18,7,12
5888,11,12,18,8,4
5889,11,12,18,9,12
5890,11,12,19,0,13
5891,11,12,19,1,18
5892,11,12,19,2,16
5893,11,12,19,3,14
5894,11,12,19,4,14
5895,11,12,19,5,9
5896,11,12,19,6,28
5897,11,12,19,7,18
5898,11,12,19,8,67
5899,11,12,19,9,28
5900,11,13,10,0,96
5901,11,13,10,1,104
5902,11,13,10,2,16
5903,11,13,10,3,38
5904,11,13,10,4,39
5905,11,13,10,5,30
5906,11,13,10,6,32
5907,11,13,10,7,24
5908,11,13,10,8,21
5909,11,13,10,9,41
5910,11,13,11,0,35
5911,11,13,11,1,51
5912,11,13,11,2,64
5913,11,13,11,3,101
5914,11,13,11,4,180
5915,11,13,11,5,41
5916,11,13,11,6,20
5917,11,13,11,7,44
5918,11,13,11,8,47
5919,11,13,11,9,161
5920,11,13,12,0,32
5921,11,13,12,1,41
5922,11,13,12,2,95
5923,11,13,12,3,19
5924,11,13,12,4,31
5925,11,13,12,5,32
5926,11,13,12,6,62
5927,11,13,12,7,95
5928,11,13,12,8,123
5929,11,13,12,9,51
5930,11,13,13,0,15
5931,11,13,13,1,39
5932,11,13,13,2,47
5933,11,13,13,3,84
5934,11,13,13,4,86
5935,11,13,13,5,68
5936,11,13,13,6,56
5937,11,13,13,7,62
5938,11,13,13,8,27
5939,11,13,13,9,21
5940,11,13,14,0,14
5941,11,13,14,1,56
5942,11,13,14,2,46
5943,11,13,14,3,38
5944,11,13,14,4,120
5945,11,13,14,5,57
5946,11,13,14,6,34
5947,11,13,14,7,45
5948,11,13,14,8,38
5949,11,13,14,9,49
5950,11,13,15,0,21
5951,11,13,15,1,29
5952,11,13,15,2,42
5953,11,13,15,3,91
5954,11,13,15,4,70
5955,11,13,15,5,6
5956,11,13,15,6,26
5957,11,13,15,7,25
5958,11,13,15,8,23
5959,11,13,15,9,38
5960,11,13,16,0,72
5961,11,13,16,1,46
5962,11,13,16,2,35
5963,11,13,16,3,19
5964,11,13,16,4,33
5965,11,13,16,5,35
5966,11,13,16,6,31
5967,11,13,16,7,74
5968,11,13,16,8,26
5969,11,13,16,9,9
5970,11,13,17,0,42
5971,11,13,17,1,46
5972,11,13,17,2,25
5973,11,13,17,3,60
5974,11,13,17,4,55
5975,11,13,17,5,28
5976,11,13,17,6,63
5977,11,13,17,7,28
5978,11,13,17,8,33
5979,11,13,17,9,48
5980,11,13,18,0,61
5981,11,13,18,1,51
5982,11,13,18,2,37
5983,11,13,18,3,38
5984,11,13,18,4,3
5985,11,13,18,5,125
5986,11,13,18,6,7
5987,11,13,18,7,35
5988,11,13,18,8,22
5989,11,13,18,9,54
5990,11,13,19,0,17
5991,11,13,19,1,16
5992,11,13,19,2,32
5993,11,13,19,3,26
5994,11,13,19,4,18
5995,11,13,19,5,36
5996,11,13,19,6,22
5997,11,13,19,7,25
5998,11,13,19,8,21
5999,11,13,19,9,25
6000,12,8,10,0,39
6001,12,8,10,1,18
6002,12,8,10,2,47
6003,12,8,10,3,23
6004,12,8,10,4,8
6005,12,8,10,5,18
6006,12,8,10,6,4
6007,12,8,10,7,4
6008,12,8,10,8,25
6009,12,8,10,9,8
6010,12,8,11,0,15
6011,12,8,11,1,20
6012,12,8,11,2,5
6013,12,8,11,3,1
6014,12,8,11,4,2
6015,12,8,11,5,21
6016,12,8,11,6,8
6017,12,8,11,7,7
6018,12,8,11,8,15
6019,12,8,11,9,8
6020,12,8,12,0,13
6021,12,8,12,1,38
6022,12,8,12,2,16
6023,12,8,12,3,6
6024,12,8,12,4,25
6025,12,8,12,5,9
6026,12,8,12,6,18
6027,12,8,12,7,17
6028,12,8,12,8,14
6029,12,8,12,9,1
6030,12,8,13,0,1
6031,12,8,13,1,30
6032,12,8,13,2,15
6033,12,8,13,3,11
6034,12,8,13,4,9
6035,12,8,13,5,22
6036,12,8,13,6,19
6037,12,8,13,7,19
6038,12,8,13,8,18
6039,12,8,13,9,19
6040,12,8,14,0,22
6041,12,8,14,1,2
6042,12,8,14,2,6
6043,12,8,14,3,7
6044,12,8,14,4,13
6045,12,8,14,5,12
6046,12,8,14,6,12
6047,12,8,14,7,27
6048,12,8,14,8,12
6049,12,8,14,9,3
6050,12,8,15,0,18
6051,12,8,15,1,6
6052,12,8,15,2,5
6053,12,8,15,3,24
6054,12,8,15,4,26
6055,12,8,15,5,32
6056,12,8,15,6,1
6057,12,8,15,7,7
6058,12,8,15,8,7
6059,12,8,15,9,8
6060,12,8,16,0,6
6061,12,8,16,1,34
6062,12,8,16,2,5
6063,12,8,16,3,14
6064,12,8,16,4,3
6065,12,8,16,5,12
6066,12,8,16,6,10
6067,12,8,16,7,29
6068,12,8,16,8,9
6069,12,8,16,9,12
6070,12,8,17,0,6
6071,12,8,17,1,8
6072,12,8,17,2,11
6073,12,8,17,3,10
6074,12,8,17,4,25
6075,12,8,17,5,4
6076,12,8,17,6,16
6077,12,8,17,7,9
6078,12,8,17,8,13
6079,12,8,17,9,15
6080,12,8,18,0,3
6081,12,8,18,1,13
6082,12,8,18,2,11
6083,12,8,18,3,12
6084,12,8,18,4,23
6085,12,8,18,5,4
6086,12,8,18,6,11
6087,12,8,18,7,1
6088,12,8,18,8,17
6089,12,8,18,9,15
6090,12,8,19,0,4
6091,12,8,19,1,15
6092,12,8,19,2,14
6093,12,8,19,3,10
6094,12,8,19,4,10
6095,12,8,19,5,24
6096,12,8,19,6,20
6097,12,8,19,7,30
6098,12,8,19,8,8
6099,12,8,19,9,15
6100,12,9,10,0,11
6101,12,9,10,1,13
6102,12,9,10,2,17
6103,12,9,10,3,13
6104,12,9,10,4,24
6105,12,9,10,5,23
6106,12,9,10,6,29
6107,12,9,10,7,10
6108,12,9,10,8,17
6109,12,9,10,9,38
6110,12,9,11,0,24
6111,12,9,11,1,37
6112,12,9,11,2,20
6113,12,9,11,3,9
6114,12,9,11,4,21
6115,12,9,11,5,2
6116,12,9,11,6,39
6117,12,9,11,7,35
6118,12,9,11,8,12
6119,12,9,11,9,20
6120,12,9,12,0,15
6121,12,9,12,1,10
6122,12,9,12,2,2
6123,12,9,12,3,14
6124,12,9,12,4,6
6125,12,9,12,5,56
6126,12,9,12,6,15
6127,12,9,12,7,19
6128,12,9,12,8,31
6129,12,9,12,9,30
6130,12,9,13,0,6
6131,12,9,13,1,14
6132,12,9,13,2,4
6133,12,9,13,3,21
6134,12,9,13,4,13
6135,12,9,13,5,7
6136,12,9,13,6,15
6137,12,9,13,7,29
6138,12,9,13,8,20
6139,12,9,13,9,9
6140,12,9,14,0,20
6141,12,9,14,1,12
6142,12,9,14,2,12
6143,12,9,14,3,15
6144,12,9,14,4,26
6145,12,9,14,5,20
6146,12,9,14,6,16
6147,12,9,14,7,37
6148,12,9,14,8,1
6149,12,9,14,9,24
6150,12,9,15,0,45
6151,12,9,15,1,32
6152,12,9,15,2,7
6153,12,9,15,3,5
6154,12,9,15,4,3
6155,12,9,15,5,22
6156,12,9,15,6,23
6157,12,9,15,7,11
6158,12,9,15,8,1
6159,12,9,15,9,42
6160,12,9,16,0,14
6161,12,9,16,1,1
6162,12,9,16,2,8
6163,12,9,16,3,21
6164,12,9,16,4,68
6165,12,9,16,5,11
6166,12,9,16,6,5
6167,12,9,16,7,18
6168,12,9,16,8,33
6169,12,9,16,9,2
6170,12,9,17,0,11
6171,12,9,17,1,11
6172,12,9,17,2,16
6173,12,9,17,3,31
6174,12,9,17,4,5
6175,12,9,17,5,3
6176,12,9,17,6,14
6177,12,9,17,7,9
6178,12,9,17,8,7
6179,12,9,17,9,30
6180,12,9,18,0,11
6181,12,9,18,1,15
6182,12,9,18,2,25
6183,12,9,18,3,9
6184,12,9,18,4,23
6185,12,9,18,5,39
6186,12,9,18,6,11
6187,12,9,18,7,14
6188,12,9,18,8,17
6189,12,9,18,9,9
6190,12,9,19,0,13
6191,12,9,19,1,10
6192,12,9,19,2,10
6193,12,9,19,3,22
6194,12,9,19,4,3
6195,12,9,19,5,27
6196,12,9,19,6,11
6197,12,9,19,7,10
6198,12,9,19,8,9
6199,12,9,19,9,39
6200,12,10,10,0,2
6201,12,10,10,1,23
6202,12,10,10,2,15
6203,12,10,10,3,13
6204,12,10,10,4,17
6205,12,10,10,5,15
6206,12,10,10,6,12
6207,12,10,10,7,22
6208,12,10,10,8,71
6209,12,10,10,9,54
6210,12,10,11,0,37
6211,12,10,11,1,4
6212,12,10,11,2,14
6213,12,10,11,3,14
6214,12,10,11,4,5
6215,12,10,11,5,39
6216,12,10,11,6,42
6217,12,10,11,7,38
6218,12,10,11,8,19
6219,12,10,11,9,19
6220,12,10,12,0,33
6221,12,10,12,1,20
6222,12,10,12,2,12
6223,12,10,12,3,6
6224,12,10,12,4,11
6225,12,10,12,5,26
6226,12,10,12,6,9
6227,12,10,12,7,11
6228,12,10,12,8,23
6229,12,10,12,9,8
6230,12,10,13,0,15
6231,12,10,13,1,25
6232,12,10,13,2,25
6233,12,10,13,3,29
6234,12,10,13,4,18
6235,12,10,13,5,1
6236,12,10,13,6,31
6237,12,10,13,7,25
6238,12,10,13,8,26
6239,12,10,13,9,12
6240,12,10,14,0,13
6241,12,10,14,1,71
6242,12,10,14,2,12
6243,12,10,14,3,21
6244,12,10,14,4,38
6245,12,10,14,5,8
6246,12,10,14,6,26
6247,12,10,14,7,10
6248,12,10,14,8,38
6249,12,10,14,9,15
6250,12,10,15,0,15
6251,12,10,15,1,39
6252,12,10,15,2,19
6253,12,10,15,3,22
6254,12,10,15,4,37
6255,12,10,15,5,6
6256,12,10,15,6,57
6257,12,10,15,7,31
6258,12,10,15,8,16
6259,12,10,15,9,31
6260,12,10,16,0,62
6261,12,10,16,1,49
6262,12,10,16,2,8
6263,12,10,16,3,31
6264,12,10,16,4,52
6265,12,10,16,5,16
6266,12,10,16,6,22
6267,12,10,16,7,35
6268,12,10,16,8,15
6269,12,10,16,9,49
6270,12,10,17,0,12
6271,12,10,17,1,8
6272,12,10,17,2,17
6273,12,10,17,3,11
6274,12,10,17,4,21
6275,12,10,17,5,28
6276,12,10,17,6,16
6277,12,10,17,7,14
6278,12,10,17,8,21
6279,12,10,17,9,6
6280,12,10,18,0,12
6281,12,10,18,1,18
6282,12,10,18,2,16
6283,12,10,18,3,4
6284,12,10,18,4,6
6285,12,10,18,5,24
6286,12,10,18,6,13
6287,12,10,18,7,11
6288,12,10,18,8,21
6289,12,10,18,9,12
6290,12,10,19,0,17
6291,12,10,19,1,19
6292,12,10,19,2,20
6293,12,10,19,3,25
6294,12,10,19,4,18
6295,12,10,19,5,37
6296,12,10,19,6,12
6297,12,10,19,7,11
6298,12,10,19,8,14
6299,12,10,19,9,11
6300,12,11,10,0,20
6301,12,11,10,1,55
6302,12,11,10,2,18
6303,12,11,10,3,26
6304,12,11,10,4,18
6305,12,11,10,5,46
6306,12,11,10,6,23
6307,12,11,10,7,12
6308,12,11,10,8,15
6309,12,11,10,9,9
6310,12,11,11,0,7
6311,12,11,11,1,13
6312,12,11,11,2,5
6313,12,11,11,3,50
6314,12,11,11,4,11
6315,12,11,11,5,29
6316,12,11,11,6,26
6317,12,11,11,7,19
6318,12,11,11,8,34
6319,12,11,11,9,19
6320,12,11,12,0,18
6321,12,11,12,1,8
6322,12,11,12,2,55
6323,12,11,12,3,7
6324,12,11,12,4,24
6325,12,11,12,5,42
6326,12,11,12,6,26
6327,12,11,12,7,5
6328,12,11,12,8,41
6329,12,11,12,9,25
6330,12,11,13,0,18
6331,12,11,13,1,12
6332,12,11,13,2,47
6333,12,11,13,3,18
6334,12,11,13,4,20
6335,12,11,13,5,36
6336,12,11,13,6,17
6337,12,11,13,7,23
6338,12,11,13,8,27
6339,12,11,13,9,9
6340,12,11,14,0,25
6341,12,11,14,1,79
6342,12,11,14,2,20
6343,12,11,14,3,23
6344,12,11,14,4,29
6345,12,11,14,5,22
6346,12,11,14,6,16
6347,12,11,14,7,37
6348,12,11,14,8,42
6349,12,11,14,9,48
6350,12,11,15,0,19
6351,12,11,15,1,16
6352,12,11,15,2,102
6353,12,11,15,3,9
6354,12,11,15,4,35
6355,12,11,15,5,20
6356,12,11,15,6,24
6357,12,11,15,7,28
6358,12,11,15,8,10
6359,12,11,15,9,21
6360,12,11,16,0,44
6361,12,11,16,1,29
6362,12,11,16,2,21
6363,12,11,16,3,33
6364,12,11,16,4,23
6365,12,11,16,5,12
6366,12,11,16,6,17
6367,12,11,16,7,37
6368,12,11,16,8,37
6369,12,11,16,9,44
6370,12,11,17,0,44
6371,12,11,17,1,25
6372,12,11,17,2,19
6373,12,11,17,3,34
6374,12,11,17,4,23
6375,12,11,17,5,6
6376,12,11,17,6,5
6377,12,11,17,7,19
6378,12,11,17,8,13
6379,12,11,17,9,8
6380,12,11,18,0,22
6381,12,11,18,1,21
6382,12,11,18,2,6
6383,12,11,18,3,21
6384,12,11,18,4,19
6385,12,11,18,5,27
6386,12,11,18,6,39
6387,12,11,18,7,42
6388,12,11,18,8,31
6389,12,11,18,9,22
6390,12,11,19,0,23
6391,12,11,19,1,39
6392,12,11,19,2,21
6393,12,11,19,3,17
6394,12,11,19,4,30
6395,12,11,19,5,10
6396,12,11,19,6,19
6397,12,11,19,7,13
6398,12,11,19,8,15
6399,12,11,19,9,33
6400,12,12,10,0,85
6401,12,12,10,1,19
6402,12,12,10,2,35
6403,12,12,10,3,30
6404,12,12,10,4,58
6405,12,12,10,5,34
6406,12,12,10,6,23
6407,12,12,10,7,38
6408,12,12,10,8,133
6409,12,12,10,9,67
6410,12,12,11,0,45
6411,12,12,11,1,37
6412,12,12,11,2,20
6413,12,12,11,3,46
6414,12,12,11,4,38
6415,12,12,11,5,2
6416,12,12,11,6,30
6417,12,12,11,7,32
6418,12,12,11,8,40
6419,12,12,11,9,50
6420,12,12,12,0,79
6421,12,12,12,1,29
6422,12,12,12,2,64
6423,12,12,12,3,54
6424,12,12,12,4,14
