,PopulationSize,ChromosomeLength,ElitismFactor,Iteration,GeneticIterations
3211,7,10,11,1,459
3212,7,10,11,2,164
3213,7,10,11,3,301
3214,7,10,11,4,382
3215,7,10,11,5,51
3216,7,10,11,6,115
3217,7,10,11,7,624
3218,7,10,11,8,42
3219,7,10,11,9,20
3220,7,10,12,0,163
3221,7,10,12,1,151
3222,7,10,12,2,37
3223,7,10,12,3,484
3224,7,10,12,4,1064
3225,7,10,12,5,284
3226,7,10,12,6,25
3227,7,10,12,7,204
3228,7,10,12,8,58
3229,7,10,12,9,433
3230,7,10,13,0,158
3231,7,10,13,1,708
3232,7,10,13,2,1031
3233,7,10,13,3,140
3234,7,10,13,4,1245
3235,7,10,13,5,44
3236,7,10,13,6,463
3237,7,10,13,7,104
3238,7,10,13,8,114
3239,7,10,13,9,158
3240,7,10,14,0,107
3241,7,10,14,1,54
3242,7,10,14,2,20
3243,7,10,14,3,643
3244,7,10,14,4,479
3245,7,10,14,5,195
3246,7,10,14,6,76
3247,7,10,14,7,118
3248,7,10,14,8,1639
3249,7,10,14,9,131
3250,7,10,15,0,40
3251,7,10,15,1,20
3252,7,10,15,2,9
3253,7,10,15,3,11
3254,7,10,15,4,42
3255,7,10,15,5,37
3256,7,10,15,6,24
3257,7,10,15,7,11
3258,7,10,15,8,9
3259,7,10,15,9,49
3260,7,10,16,0,12
3261,7,10,16,1,9
3262,7,10,16,2,17
3263,7,10,16,3,35
3264,7,10,16,4,24
3265,7,10,16,5,19
3266,7,10,16,6,12
3267,7,10,16,7,22
3268,7,10,16,8,24
3269,7,10,16,9,26
3270,7,10,17,0,13
3271,7,10,17,1,61
3272,7,10,17,2,16
3273,7,10,17,3,29
3274,7,10,17,4,16
3275,7,10,17,5,29
3276,7,10,17,6,11
3277,7,10,17,7,9
3278,7,10,17,8,18
3279,7,10,17,9,52
3280,7,10,18,0,39
3281,7,10,18,1,15
3282,7,10,18,2,17
3283,7,10,18,3,35
3284,7,10,18,4,11
3285,7,10,18,5,11
3286,7,10,18,6,22
3287,7,10,18,7,14
3288,7,10,18,8,25
3289,7,10,18,9,58
3290,7,10,19,0,23
3291,7,10,19,1,19
3292,7,10,19,2,17
3293,7,10,19,3,46
3294,7,10,19,4,16
3295,7,10,19,5,19
3296,7,10,19,6,37
3297,7,10,19,7,18
3298,7,10,19,8,11
3299,7,10,19,9,35
3300,7,11,10,0,146
3301,7,11,10,1,1084
3302,7,11,10,2,1919
3303,7,11,10,3,293
3304,7,11,10,4,8
3305,7,11,10,5,399
3306,7,11,10,6,86
3307,7,11,10,7,124
3308,7,11,10,8,23
3309,7,11,10,9,353
3310,7,11,11,0,408
3311,7,11,11,1,690
3312,7,11,11,2,317
3313,7,11,11,3,701
3314,7,11,11,4,506
3315,7,11,11,5,62
3316,7,11,11,6,100
3317,7,11,11,7,64
3318,7,11,11,8,31
3319,7,11,11,9,25
3320,7,11,12,0,782
3321,7,11,12,1,605
3322,7,11,12,2,299
3323,7,11,12,3,289
3324,7,11,12,4,1364
3325,7,11,12,5,235
3326,7,11,12,6,954
3327,7,11,12,7,249
3328,7,11,12,8,387
3329,7,11,12,9,396
3330,7,11,13,0,184
3331,7,11,13,1,445
3332,7,11,13,2,298
3333,7,11,13,3,6
3334,7,11,13,4,192
3335,7,11,13,5,1265
3336,7,11,13,6,228
3337,7,11,13,7,108
3338,7,11,13,8,808
3339,7,11,13,9,104
3340,7,11,14,0,190
3341,7,11,14,1,1
3342,7,11,14,2,559
3343,7,11,14,3,513
3344,7,11,14,4,55
3345,7,11,14,5,306
3346,7,11,14,6,2213
3347,7,11,14,7,213
3348,7,11,14,8,16
3349,7,11,14,9,150
3350,7,11,15,0,72
3351,7,11,15,1,32
3352,7,11,15,2,19
3353,7,11,15,3,42
3354,7,11,15,4,29
3355,7,11,15,5,21
3356,7,11,15,6,8
3357,7,11,15,7,24
3358,7,11,15,8,42
3359,7,11,15,9,11
3360,7,11,16,0,22
3361,7,11,16,1,50
3362,7,11,16,2,30
3363,7,11,16,3,35
3364,7,11,16,4,21
3365,7,11,16,5,17
3366,7,11,16,6,40
3367,7,11,16,7,31
3368,7,11,16,8,32
3369,7,11,16,9,20
3370,7,11,17,0,30
3371,7,11,17,1,84
3372,7,11,17,2,121
3373,7,11,17,3,53
3374,7,11,17,4,26
3375,7,11,17,5,13
3376,7,11,17,6,57
3377,7,11,17,7,46
3378,7,11,17,8,10
3379,7,11,17,9,46
3380,7,11,18,0,17
3381,7,11,18,1,28
3382,7,11,18,2,17
3383,7,11,18,3,21
3384,7,11,18,4,61
3385,7,11,18,5,39
3386,7,11,18,6,26
3387,7,11,18,7,52
3388,7,11,18,8,55
3389,7,11,18,9,24
3390,7,11,19,0,47
3391,7,11,19,1,25
3392,7,11,19,2,19
3393,7,11,19,3,6
3394,7,11,19,4,28
3395,7,11,19,5,28
3396,7,11,19,6,69
3397,7,11,19,7,70
3398,7,11,19,8,49
3399,7,11,19,9,20
3400,7,12,10,0,113
3401,7,12,10,1,2139
3402,7,12,10,2,858
3403,7,12,10,3,376
3404,7,12,10,4,67
3405,7,12,10,5,261
3406,7,12,10,6,1128
3407,7,12,10,7,572
3408,7,12,10,8,218
3409,7,12,10,9,483
3410,7,12,11,0,158
3411,7,12,11,1,536
3412,7,12,11,2,1265
3413,7,12,11,3,3211
3414,7,12,11,4,1949
3415,7,12,11,5,676
3416,7,12,11,6,115
3417,7,12,11,7,1935
3418,7,12,11,8,265
3419,7,12,11,9,456
3420,7,12,12,0,1223
3421,7,12,12,1,1600
3422,7,12,12,2,188
3423,7,12,12,3,1086
3424,7,12,12,4,320
3425,7,12,12,5,366
3426,7,12,12,6,664
3427,7,12,12,7,1352
3428,7,12,12,8,1861
3429,7,12,12,9,428
3430,7,12,13,0,539
3431,7,12,13,1,305
3432,7,12,13,2,47
3433,7,12,13,3,34
3434,7,12,13,4,597
3435,7,12,13,5,2124
3436,7,12,13,6,474
3437,7,12,13,7,840
3438,7,12,13,8,16
3439,7,12,13,9,70
3440,7,12,14,0,365
3441,7,12,14,1,2202
3442,7,12,14,2,1869
3443,7,12,14,3,119
3444,7,12,14,4,1344
3445,7,12,14,5,1681
3446,7,12,14,6,273
3447,7,12,14,7,1768
3448,7,12,14,8,153
3449,7,12,14,9,767
3450,7,12,15,0,33
3451,7,12,15,1,22
3452,7,12,15,2,18
3453,7,12,15,3,40
3454,7,12,15,4,74
3455,7,12,15,5,26
3456,7,12,15,6,41
3457,7,12,15,7,34
3458,7,12,15,8,40
3459,7,12,15,9,30
3460,7,12,16,0,23
3461,7,12,16,1,52
3462,7,12,16,2,19
3463,7,12,16,3,34
3464,7,12,16,4,32
3465,7,12,16,5,30
3466,7,12,16,6,77
3467,7,12,16,7,16
3468,7,12,16,8,27
3469,7,12,16,9,31
3470,7,12,17,0,51
3471,7,12,17,1,21
3472,7,12,17,2,53
3473,7,12,17,3,31
3474,7,12,17,4,18
3475,7,12,17,5,38
3476,7,12,17,6,51
3477,7,12,17,7,76
3478,7,12,17,8,9
3479,7,12,17,9,33
3480,7,12,18,0,66
3481,7,12,18,1,27
3482,7,12,18,2,9
3483,7,12,18,3,19
3484,7,12,18,4,48
3485,7,12,18,5,40
3486,7,12,18,6,25
3487,7,12,18,7,43
3488,7,12,18,8,37
3489,7,12,18,9,37
3490,7,12,19,0,23
3491,7,12,19,1,38
3492,7,12,19,2,26
3493,7,12,19,3,31
3494,7,12,19,4,64
3495,7,12,19,5,45
3496,7,12,19,6,72
3497,7,12,19,7,33
3498,7,12,19,8,49
3499,7,12,19,9,98
3500,7,13,10,0,3122
3501,7,13,10,1,606
3502,7,13,10,2,435
3503,7,13,10,3,540
3504,7,13,10,4,1644
3505,7,13,10,5,410
3506,7,13,10,6,3340
3507,7,13,10,7,3154
3508,7,13,10,8,193
3509,7,13,10,9,1388
3510,7,13,11,0,891
3511,7,13,11,1,4819
3512,7,13,11,2,61
3513,7,13,11,3,1820
3514,7,13,11,4,1989
3515,7,13,11,5,622
3516,7,13,11,6,1181
3517,7,13,11,7,1631
3518,7,13,11,8,1687
3519,7,13,11,9,697
3520,7,13,12,0,2395
3521,7,13,12,1,1192
3522,7,13,12,2,2066
3523,7,13,12,3,530
3524,7,13,12,4,2725
3525,7,13,12,5,335
3526,7,13,12,6,2258
3527,7,13,12,7,2639
3528,7,13,12,8,1337
3529,7,13,12,9,1009
3530,7,13,13,0,2647
3531,7,13,13,1,1527
3532,7,13,13,2,5251
3533,7,13,13,3,669
3534,7,13,13,4,447
3535,7,13,13,5,442
3536,7,13,13,6,2735
3537,7,13,13,7,766
3538,7,13,13,8,2662
3539,7,13,13,9,2315
3540,7,13,14,0,405
3541,7,13,14,1,685
3542,7,13,14,2,3521
3543,7,13,14,3,142
3544,7,13,14,4,183
3545,7,13,14,5,392
3546,7,13,14,6,1137
3547,7,13,14,7,1512
3548,7,13,14,8,621
3549,7,13,14,9,416
3550,7,13,15,0,19
3551,7,13,15,1,11
3552,7,13,15,2,39
3553,7,13,15,3,52
3554,7,13,15,4,67
3555,7,13,15,5,61
3556,7,13,15,6,21
3557,7,13,15,7,37
3558,7,13,15,8,21
3559,7,13,15,9,60
3560,7,13,16,0,25
3561,7,13,16,1,72
3562,7,13,16,2,86
3563,7,13,16,3,101
3564,7,13,16,4,54
3565,7,13,16,5,80
3566,7,13,16,6,96
3567,7,13,16,7,36
3568,7,13,16,8,51
3569,7,13,16,9,26
3570,7,13,17,0,36
3571,7,13,17,1,43
3572,7,13,17,2,39
3573,7,13,17,3,56
3574,7,13,17,4,29
3575,7,13,17,5,76
3576,7,13,17,6,20
3577,7,13,17,7,19
3578,7,13,17,8,22
3579,7,13,17,9,13
3580,7,13,18,0,27
3581,7,13,18,1,69
3582,7,13,18,2,46
3583,7,13,18,3,37
3584,7,13,18,4,144
3585,7,13,18,5,45
3586,7,13,18,6,70
3587,7,13,18,7,30
3588,7,13,18,8,77
3589,7,13,18,9,53
3590,7,13,19,0,30
3591,7,13,19,1,48
3592,7,13,19,2,44
3593,7,13,19,3,68
3594,7,13,19,4,12
3595,7,13,19,5,33
3596,7,13,19,6,29
3597,7,13,19,7,79
3598,7,13,19,8,26
3599,7,13,19,9,48
3600,8,8,10,0,3
3601,8,8,10,1,29
3602,8,8,10,2,22
3603,8,8,10,3,132
3604,8,8,10,4,14
3605,8,8,10,5,105
3606,8,8,10,6,102
3607,8,8,10,7,45
3608,8,8,10,8,2
3609,8,8,10,9,2
3610,8,8,11,0,79
3611,8,8,11,1,49
3612,8,8,11,2,357
3613,8,8,11,3,194
3614,8,8,11,4,48
3615,8,8,11,5,64
3616,8,8,11,6,27
3617,8,8,11,7,31
3618,8,8,11,8,71
3619,8,8,11,9,47
3620,8,8,12,0,27
3621,8,8,12,1,11
3622,8,8,12,2,4
3623,8,8,12,3,41
3624,8,8,12,4,31
3625,8,8,12,5,168
3626,8,8,12,6,28
3627,8,8,12,7,53
3628,8,8,12,8,4
3629,8,8,12,9,100
3630,8,8,13,0,63
3631,8,8,13,1,5
3632,8,8,13,2,41
3633,8,8,13,3,89
3634,8,8,13,4,8
3635,8,8,13,5,17
3636,8,8,13,6,7
3637,8,8,13,7,22
3638,8,8,13,8,29
3639,8,8,13,9,13
3640,8,8,14,0,20
3641,8,8,14,1,45
3642,8,8,14,2,3
3643,8,8,14,3,9
3644,8,8,14,4,10
3645,8,8,14,5,6
3646,8,8,14,6,11
3647,8,8,14,7,9
3648,8,8,14,8,14
3649,8,8,14,9,21
3650,8,8,15,0,45
3651,8,8,15,1,7
3652,8,8,15,2,43
3653,8,8,15,3,12
3654,8,8,15,4,11
3655,8,8,15,5,19
3656,8,8,15,6,3
3657,8,8,15,7,3
3658,8,8,15,8,16
3659,8,8,15,9,20
3660,8,8,16,0,5
3661,8,8,16,1,14
3662,8,8,16,2,3
3663,8,8,16,3,23
3664,8,8,16,4,12
3665,8,8,16,5,3
3666,8,8,16,6,17
3667,8,8,16,7,8
3668,8,8,16,8,29
3669,8,8,16,9,4
3670,8,8,17,0,26
3671,8,8,17,1,2
3672,8,8,17,2,2
3673,8,8,17,3,23
3674,8,8,17,4,13
3675,8,8,17,5,8
3676,8,8,17,6,11
3677,8,8,17,7,9
3678,8,8,17,8,27
3679,8,8,17,9,20
3680,8,8,18,0,11
3681,8,8,18,1,21
3682,8,8,18,2,1
3683,8,8,18,3,16
3684,8,8,18,4,10
3685,8,8,18,5,11
3686,8,8,18,6,35
3687,8,8,18,7,32
3688,8,8,18,8,1
3689,8,8,18,9,13
3690,8,8,19,0,27
3691,8,8,19,1,17
3692,8,8,19,2,32
3693,8,8,19,3,44
3694,8,8,19,4,18
3695,8,8,19,5,39
3696,8,8,19,6,5
3697,8,8,19,7,22
3698,8,8,19,8,34
3699,8,8,19,9,3
3700,8,9,10,0,370
3701,8,9,10,1,6
3702,8,9,10,2,23
3703,8,9,10,3,333
3704,8,9,10,4,76
3705,8,9,10,5,200
3706,8,9,10,6,233
3707,8,9,10,7,410
3708,8,9,10,8,188
3709,8,9,10,9,134
3710,8,9,11,0,275
3711,8,9,11,1,717
3712,8,9,11,2,163
3713,8,9,11,3,171
3714,8,9,11,4,232
3715,8,9,11,5,267
3716,8,9,11,6,210
3717,8,9,11,7,118
3718,8,9,11,8,11
3719,8,9,11,9,45
3720,8,9,12,0,100
3721,8,9,12,1,69
3722,8,9,12,2,16
3723,8,9,12,3,196
3724,8,9,12,4,76
3725,8,9,12,5,177
3726,8,9,12,6,106
3727,8,9,12,7,2
3728,8,9,12,8,49
3729,8,9,12,9,140
3730,8,9,13,0,6
3731,8,9,13,1,29
3732,8,9,13,2,15
3733,8,9,13,3,11
3734,8,9,13,4,23
3735,8,9,13,5,20
3736,8,9,13,6,10
3737,8,9,13,7,12
3738,8,9,13,8,25
3739,8,9,13,9,5
3740,8,9,14,0,14
3741,8,9,14,1,11
3742,8,9,14,2,9
3743,8,9,14,3,11
3744,8,9,14,4,48
3745,8,9,14,5,20
3746,8,9,14,6,24
3747,8,9,14,7,3
3748,8,9,14,8,63
3749,8,9,14,9,44
3750,8,9,15,0,19
3751,8,9,15,1,18
3752,8,9,15,2,14
3753,8,9,15,3,19
3754,8,9,15,4,16
3755,8,9,15,5,11
3756,8,9,15,6,16
3757,8,9,15,7,16
3758,8,9,15,8,26
3759,8,9,15,9,15
3760,8,9,16,0,30
3761,8,9,16,1,33
3762,8,9,16,2,29
3763,8,9,16,3,16
3764,8,9,16,4,9
3765,8,9,16,5,41
3766,8,9,16,6,11
3767,8,9,16,7,17
3768,8,9,16,8,32
3769,8,9,16,9,11
3770,8,9,17,0,31
3771,8,9,17,1,17
3772,8,9,17,2,18
3773,8,9,17,3,15
3774,8,9,17,4,16
3775,8,9,17,5,19
3776,8,9,17,6,5
3777,8,9,17,7,15
3778,8,9,17,8,29
3779,8,9,17,9,9
3780,8,9,18,0,26
3781,8,9,18,1,16
3782,8,9,18,2,11
3783,8,9,18,3,11
3784,8,9,18,4,17
3785,8,9,18,5,20
3786,8,9,18,6,10
3787,8,9,18,7,4
3788,8,9,18,8,10
3789,8,9,18,9,8
3790,8,9,19,0,17
3791,8,9,19,1,31
3792,8,9,19,2,33
3793,8,9,19,3,28
3794,8,9,19,4,16
3795,8,9,19,5,7
3796,8,9,19,6,10
3797,8,9,19,7,29
3798,8,9,19,8,22
3799,8,9,19,9,17
3800,8,10,10,0,228
3801,8,10,10,1,62
3802,8,10,10,2,832
3803,8,10,10,3,79
3804,8,10,10,4,65
3805,8,10,10,5,6
3806,8,10,10,6,315
3807,8,10,10,7,183
3808,8,10,10,8,12
3809,8,10,10,9,731
3810,8,10,11,0,400
3811,8,10,11,1,519
3812,8,10,11,2,126
3813,8,10,11,3,16
3814,8,10,11,4,305
3815,8,10,11,5,210
3816,8,10,11,6,44
3817,8,10,11,7,271
3818,8,10,11,8,79
3819,8,10,11,9,76
3820,8,10,12,0,554
3821,8,10,12,1,19
3822,8,10,12,2,14
3823,8,10,12,3,208
3824,8,10,12,4,190
3825,8,10,12,5,86
3826,8,10,12,6,38
3827,8,10,12,7,179
3828,8,10,12,8,228
3829,8,10,12,9,170
3830,8,10,13,0,35
3831,8,10,13,1,21
3832,8,10,13,2,24
3833,8,10,13,3,4
3834,8,10,13,4,23
3835,8,10,13,5,20
3836,8,10,13,6,9
3837,8,10,13,7,15
3838,8,10,13,8,9
3839,8,10,13,9,6
3840,8,10,14,0,27
3841,8,10,14,1,49
3842,8,10,14,2,31
3843,8,10,14,3,45
3844,8,10,14,4,23
3845,8,10,14,5,10
3846,8,10,14,6,12
3847,8,10,14,7,12
3848,8,10,14,8,16
3849,8,10,14,9,19
3850,8,10,15,0,11
3851,8,10,15,1,16
3852,8,10,15,2,90
3853,8,10,15,3,20
3854,8,10,15,4,34
3855,8,10,15,5,24
3856,8,10,15,6,13
3857,8,10,15,7,39
3858,8,10,15,8,36
3859,8,10,15,9,11
3860,8,10,16,0,13
3861,8,10,16,1,25
3862,8,10,16,2,32
3863,8,10,16,3,45
3864,8,10,16,4,9
3865,8,10,16,5,8
3866,8,10,16,6,18
3867,8,10,16,7,18
3868,8,10,16,8,11
3869,8,10,16,9,16
3870,8,10,17,0,8
3871,8,10,17,1,25
3872,8,10,17,2,9
3873,8,10,17,3,12
3874,8,10,17,4,4
3875,8,10,17,5,24
3876,8,10,17,6,14
3877,8,10,17,7,15
3878,8,10,17,8,16
3879,8,10,17,9,23
3880,8,10,18,0,19
3881,8,10,18,1,51
3882,8,10,18,2,31
3883,8,10,18,3,38
3884,8,10,18,4,36
3885,8,10,18,5,14
3886,8,10,18,6,26
3887,8,10,18,7,23
3888,8,10,18,8,21
3889,8,10,18,9,32
3890,8,10,19,0,35
3891,8,10,19,1,50
3892,8,10,19,2,16
3893,8,10,19,3,2
3894,8,10,19,4,41
3895,8,10,19,5,53
3896,8,10,19,6,52
3897,8,10,19,7,24
3898,8,10,19,8,22
3899,8,10,19,9,33
3900,8,11,10,0,50
3901,8,11,10,1,323
3902,8,11,10,2,24
3903,8,11,10,3,110
3904,8,11,10,4,131
3905,8,11,10,5,68
3906,8,11,10,6,230
3907,8,11,10,7,78
3908,8,11,10,8,865
3909,8,11,10,9,400
3910,8,11,11,0,219
3911,8,11,11,1,270
3912,8,11,11,2,964
3913,8,11,11,3,97
3914,8,11,11,4,161
3915,8,11,11,5,740
3916,8,11,11,6,169
3917,8,11,11,7,89
3918,8,11,11,8,499
3919,8,11,11,9,168
3920,8,11,12,0,198
3921,8,11,12,1,136
3922,8,11,12,2,984
3923,8,11,12,3,23
3924,8,11,12,4,119
3925,8,11,12,5,313
3926,8,11,12,6,61
3927,8,11,12,7,120
3928,8,11,12,8,692
3929,8,11,12,9,400
3930,8,11,13,0,13
3931,8,11,13,1,35
3932,8,11,13,2,5
3933,8,11,13,3,65
3934,8,11,13,4,94
3935,8,11,13,5,34
3936,8,11,13,6,38
3937,8,11,13,7,5
3938,8,11,13,8,31
3939,8,11,13,9,29
3940,8,11,14,0,35
3941,8,11,14,1,31
3942,8,11,14,2,26
3943,8,11,14,3,22
3944,8,11,14,4,43
3945,8,11,14,5,43
3946,8,11,14,6,28
3947,8,11,14,7,21
3948,8,11,14,8,9
3949,8,11,14,9,13
3950,8,11,15,0,29
3951,8,11,15,1,20
3952,8,11,15,2,15
3953,8,11,15,3,7
3954,8,11,15,4,7
3955,8,11,15,5,38
3956,8,11,15,6,25
3957,8,11,15,7,27
3958,8,11,15,8,65
3959,8,11,15,9,75
3960,8,11,16,0,4
3961,8,11,16,1,17
3962,8,11,16,2,19
3963,8,11,16,3,25
3964,8,11,16,4,62
3965,8,11,16,5,14
3966,8,11,16,6,17
3967,8,11,16,7,16
3968,8,11,16,8,26
3969,8,11,16,9,13
3970,8,11,17,0,18
3971,8,11,17,1,39
3972,8,11,17,2,16
3973,8,11,17,3,10
3974,8,11,17,4,33
3975,8,11,17,5,38
3976,8,11,17,6,52
3977,8,11,17,7,54
3978,8,11,17,8,68
3979,8,11,17,9,20
3980,8,11,18,0,63
3981,8,11,18,1,25
3982,8,11,18,2,38
3983,8,11,18,3,45
3984,8,11,18,4,18
3985,8,11,18,5,53
3986,8,11,18,6,21
3987,8,11,18,7,31
3988,8,11,18,8,22
3989,8,11,18,9,57
3990,8,11,19,0,42
3991,8,11,19,1,24
3992,8,11,19,2,49
3993,8,11,19,3,34
3994,8,11,19,4,26
3995,8,11,19,5,36
3996,8,11,19,6,49
3997,8,11,19,7,49
3998,8,11,19,8,16
3999,8,11,19,9,19
4000,8,12,10,0,509
4001,8,12,10,1,234
4002,8,12,10,2,982
4003,8,12,10,3,422
4004,8,12,10,4,139
4005,8,12,10,5,9
4006,8,12,10,6,1296
4007,8,12,10,7,394
4008,8,12,10,8,440
4009,8,12,10,9,107
4010,8,12,11,0,419
4011,8,12,11,1,1424
4012,8,12,11,2,94
4013,8,12,11,3,559
4014,8,12,11,4,2565
4015,8,12,11,5,289
4016,8,12,11,6,145
4017,8,12,11,7,566
4018,8,12,11,8,1357
4019,8,12,11,9,188
4020,8,12,12,0,189
4021,8,12,12,1,417
4022,8,12,12,2,268
4023,8,12,12,3,1354
4024,8,12,12,4,34
4025,8,12,12,5,855
4026,8,12,12,6,1235
4027,8,12,12,7,285
4028,8,12,12,8,185
4029,8,12,12,9,1209
4030,8,12,13,0,25
4031,8,12,13,1,44
4032,8,12,13,2,11
4033,8,12,13,3,23
4034,8,12,13,4,57
4035,8,12,13,5,53
4036,8,12,13,6,24
4037,8,12,13,7,27
4038,8,12,13,8,59
4039,8,12,13,9,19
4040,8,12,14,0,16
4041,8,12,14,1,19
4042,8,12,14,2,43
4043,8,12,14,3,29
4044,8,12,14,4,47
4045,8,12,14,5,16
4046,8,12,14,6,46
4047,8,12,14,7,47
4048,8,12,14,8,47
4049,8,12,14,9,107
4050,8,12,15,0,59
4051,8,12,15,1,52
4052,8,12,15,2,20
4053,8,12,15,3,23
4054,8,12,15,4,33
4055,8,12,15,5,32
4056,8,12,15,6,8
4057,8,12,15,7,46
4058,8,12,15,8,36
4059,8,12,15,9,25
4060,8,12,16,0,65
4061,8,12,16,1,103
4062,8,12,16,2,42
4063,8,12,16,3,29
4064,8,12,16,4,35
4065,8,12,16,5,23
4066,8,12,16,6,65
4067,8,12,16,7,23
4068,8,12,16,8,82
4069,8,12,16,9,38
4070,8,12,17,0,23
4071,8,12,17,1,39
4072,8,12,17,2,68
4073,8,12,17,3,29
4074,8,12,17,4,70
4075,8,12,17,5,14
4076,8,12,17,6,36
4077,8,12,17,7,21
4078,8,12,17,8,26
4079,8,12,17,9,60
4080,8,12,18,0,44
4081,8,12,18,1,58
4082,8,12,18,2,31
4083,8,12,18,3,58
4084,8,12,18,4,29
4085,8,12,18,5,55
4086,8,12,18,6,27
4087,8,12,18,7,25
4088,8,12,18,8,19
4089,8,12,18,9,41
4090,8,12,19,0,9
4091,8,12,19,1,17
4092,8,12,19,2,69
4093,8,12,19,3,21
4094,8,12,19,4,13
4095,8,12,19,5,22
4096,8,12,19,6,46
4097,8,12,19,7,33
4098,8,12,19,8,51
4099,8,12,19,9,33
4100,8,13,10,0,298
4101,8,13,10,1,1676
4102,8,13,10,2,613
4103,8,13,10,3,630
4104,8,13,10,4,276
4105,8,13,10,5,224
4106,8,13,10,6,4252
4107,8,13,10,7,1414
4108,8,13,10,8,990
4109,8,13,10,9,1113
4110,8,13,11,0,345
4111,8,13,11,1,836
4112,8,13,11,2,456
4113,8,13,11,3,1072
4114,8,13,11,4,1988
4115,8,13,11,5,1084
4116,8,13,11,6,577
4117,8,13,11,7,1221
4118,8,13,11,8,1205
4119,8,13,11,9,471
4120,8,13,12,0,2918
4121,8,13,12,1,386
4122,8,13,12,2,1609
4123,8,13,12,3,456
4124,8,13,12,4,187
4125,8,13,12,5,5086
4126,8,13,12,6,475
4127,8,13,12,7,1253
4128,8,13,12,8,1620
4129,8,13,12,9,120
4130,8,13,13,0,47
4131,8,13,13,1,51
4132,8,13,13,2,50
4133,8,13,13,3,76
4134,8,13,13,4,19
4135,8,13,13,5,85
4136,8,13,13,6,32
4137,8,13,13,7,26
4138,8,13,13,8,18
4139,8,13,13,9,17
4140,8,13,14,0,32
4141,8,13,14,1,60
4142,8,13,14,2,20
4143,8,13,14,3,54
4144,8,13,14,4,50
4145,8,13,14,5,23
4146,8,13,14,6,46
4147,8,13,14,7,56
4148,8,13,14,8,118
4149,8,13,14,9,82
4150,8,13,15,0,14
4151,8,13,15,1,5
4152,8,13,15,2,66
4153,8,13,15,3,22
4154,8,13,15,4,50
4155,8,13,15,5,38
4156,8,13,15,6,61
4157,8,13,15,7,29
4158,8,13,15,8,28
4159,8,13,15,9,22
4160,8,13,16,0,43
4161,8,13,16,1,59
4162,8,13,16,2,51
4163,8,13,16,3,8
4164,8,13,16,4,74
4165,8,13,16,5,31
4166,8,13,16,6,60
4167,8,13,16,7,7
4168,8,13,16,8,55
4169,8,13,16,9,22
4170,8,13,17,0,23
4171,8,13,17,1,48
4172,8,13,17,2,38
4173,8,13,17,3,18
4174,8,13,17,4,68
4175,8,13,17,5,102
4176,8,13,17,6,44
4177,8,13,17,7,20
4178,8,13,17,8,94
4179,8,13,17,9,32
4180,8,13,18,0,19
4181,8,13,18,1,36
4182,8,13,18,2,90
4183,8,13,18,3,61
4184,8,13,18,4,63
4185,8,13,18,5,59
4186,8,13,18,6,30
4187,8,13,18,7,30
4188,8,13,18,8,26
4189,8,13,18,9,36
4190,8,13,19,0,29
4191,8,13,19,1,84
4192,8,13,19,2,63
4193,8,13,19,3,34
4194,8,13,19,4,12
4195,8,13,19,5,18
4196,8,13,19,6,60
4197,8,13,19,7,103
4198,8,13,19,8,21
4199,8,13,19,9,71
4200,9,8,10,0,83
4201,9,8,10,1,53
4202,9,8,10,2,29
4203,9,8,10,3,27
4204,9,8,10,4,138
4205,9,8,10,5,138
4206,9,8,10,6,34
4207,9,8,10,7,87
4208,9,8,10,8,14
4209,9,8,10,9,26
4210,9,8,11,0,97
4211,9,8,11,1,62
4212,9,8,11,2,92
4213,9,8,11,3,103
4214,9,8,11,4,66
4215,9,8,11,5,34
4216,9,8,11,6,129
4217,9,8,11,7,113
4218,9,8,11,8,2
4219,9,8,11,9,143
4220,9,8,12,0,19
4221,9,8,12,1,1
4222,9,8,12,2,7
4223,9,8,12,3,30
4224,9,8,12,4,44
4225,9,8,12,5,7
4226,9,8,12,6,2
4227,9,8,12,7,9
4228,9,8,12,8,10
4229,9,8,12,9,20
4230,9,8,13,0,13
4231,9,8,13,1,11
4232,9,8,13,2,25
4233,9,8,13,3,13
4234,9,8,13,4,2
4235,9,8,13,5,17
4236,9,8,13,6,23
4237,9,8,13,7,7
4238,9,8,13,8,15
4239,9,8,13,9,27
4240,9,8,14,0,24
4241,9,8,14,1,4
4242,9,8,14,2,3
4243,9,8,14,3,2
4244,9,8,14,4,7
4245,9,8,14,5,8
4246,9,8,14,6,29
4247,9,8,14,7,24
4248,9,8,14,8,6
4249,9,8,14,9,10
4250,9,8,15,0,11
4251,9,8,15,1,10
4252,9,8,15,2,10
4253,9,8,15,3,10
4254,9,8,15,4,9
4255,9,8,15,5,10
4256,9,8,15,6,26
4257,9,8,15,7,5
4258,9,8,15,8,24
4259,9,8,15,9,5
4260,9,8,16,0,18
4261,9,8,16,1,19
4262,9,8,16,2,35
4263,9,8,16,3,28
4264,9,8,16,4,2
4265,9,8,16,5,26
4266,9,8,16,6,7
4267,9,8,16,7,24
4268,9,8,16,8,10
4269,9,8,16,9,27
4270,9,8,17,0,9
4271,9,8,17,1,9
4272,9,8,17,2,15
4273,9,8,17,3,20
4274,9,8,17,4,3
4275,9,8,17,5,4
4276,9,8,17,6,12
4277,9,8,17,7,27
4278,9,8,17,8,17
